商品マスタ用テンプレート,,,,,,,,,,,,,,,,,,,,,
商品マスタID,Mycaアプリ上でのID,商品名,買取名,商品名カナ,カード番号,レアリティ,封入パック,キーワード,JANコード,表示順,ジャンル,カテゴリ,販売店舗価格,買取価格,買取専用,自動印刷,店舗タブレット表示,在庫数無限商品,端数処理を無効にする,商品一覧に表示しない,アップロードエラー
ハンドル名,（この部分は変更しないでください）,,,,,,,,,,,,,,,,,,,,
id,myca_item_id,display_name,buy_display_name,display_name_ruby,cardnumber,rarity,pack_name,keyword,readonly_product_code,order_number,genre_display_name,category_display_name,sell_price,buy_price,is_buy_only,allow_auto_print_label,tablet_allowed,infinite_stock,disallow_round,hidden,upload_error
この下の行からデータ開始,（この下からデータを記入してください）,,,,,,,,,,,,,,,,,,,,
1267936,600086995,【PSA10】(レリーフ)ヴィクトリー・ドラゴン,,,SDX-JP002,アルティメット,STRUCTURE DECK ? デラックスセット ? Volume.2,SDX-JP002ヴィクトリードラゴン ヴぃくとりーどらごん ヴィクトリードラゴン a44910027,,0,遊戯王,PSA,0,61000,,https://static.mycalinks.io/app/item/image/YUGI/card/other/SDX-JP002.jpg,,,,,
1268048,600086025,【PSA10】(レリーフ)ネフティスの鳳凰神,,,FET-JP005,アルティメット,FLAMING ETERNITY,FET-JP005ネフティスノホウオウシン ねふてぃすのほうおうしん ネフティスの鳳凰神 a61441708,,0,遊戯王,PSA,0,170000,,https://static.mycalinks.io/app/item/image/YUGI/card/4_3_FET-JP/fet-005b.jpg,,,,,
1268671,600082860,【PSA10】(レリーフ)ピケルの魔法陣,,,RDS-JP057,アルティメット,RISE OF DESTINY,RDS-JP057ピケルノマホウジン ぴけるのまほうじん ピケルの魔法陣 a74270067,,0,遊戯王,PSA,0,78000,,https://static.mycalinks.io/app/item/image/YUGI/card/4_2_RDS-JP/rds-057b.jpg,,,,,
1268791,600082530,【PSA10】(レリーフ)創世神,,,RDS-JP005,アルティメット,RISE OF DESTINY,RDS-JP005ザクリエイター ざくりえいたー 創世神 a61505339,,0,遊戯王,PSA,0,71000,,https://static.mycalinks.io/app/item/image/YUGI/card/4_2_RDS-JP/rds-005b.jpg,,,,,
1269329,600080260,【PSA10】(レリーフ)黒炎弾,,,SOD-JP042,アルティメット,SOUL OF THE DUELIST,SOD-JP042コクエンダン こくえんだん 黒炎弾 a52684508,,0,遊戯王,PSA,0,54000,,https://static.mycalinks.io/app/item/image/YUGI/card/4_1_SOD-JP/sod-042b.jpg,,,,,
1269415,600080045,【PSA10】(レリーフ)ホルスの黒炎竜 LV8,,,SOD-JP008,アルティメット,SOUL OF THE DUELIST,SOD-JP008ホルスノコクエンリュウレベル8ホルスノコクエンリュウレベルエイト ほるすのこくえんりゅうれべる8ほるすのこくえんりゅうれべるえいと ホルスの黒炎竜LV8 a48229808,,0,遊戯王,PSA,0,110000,,https://static.mycalinks.io/app/item/image/YUGI/card/4_1_SOD-JP/sod-008b.jpg,,,,,
1269420,600080035,【PSA10】(レリーフ)ホルスの黒炎竜 LV6,,,SOD-JP007,アルティメット,SOUL OF THE DUELIST,SOD-JP007ホルスノコクエンリュウレベル6ホルスノコクエンリュウレベルシックス ほるすのこくえんりゅうれべる6ほるすのこくえんりゅうれべるしっくす ホルスの黒炎竜LV6 a11224103,,0,遊戯王,PSA,0,110000,,https://static.mycalinks.io/app/item/image/YUGI/card/4_1_SOD-JP/sod-007b.jpg,,,,,
1269561,600077325,【PSA10】(レリーフ)竜騎士ガイア,,,309-057,アルティメット,ファラオの遺産,309-057りゅうきしガイア りゅうきしがいあ 竜騎士ガイア a66889139,,0,遊戯王,PSA,0,410000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_9_309/309-057.jpg,,,,,
1269661,600077040,【PSA10】(レリーフ)スピリッツ・オブ・ファラオ,,,309-007,アルティメット,ファラオの遺産,309-007スピリッツオブファラオ すぴりっつおぶふぁらお スピリッツオブファラオ a25343280,,0,遊戯王,PSA,0,62000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_9_309/309-007c.jpg,,,,,
1269704,600076060,【PSA10】(レリーフ)混沌帝龍 －終焉の使者－,,,BPT-J02,アルティメット,BOOSTER PACK COLLECTORS TIN 2004,BPT-J02カオスエンペラードラゴンシュウエンノシシャ かおすえんぺらーどらごんしゅうえんのししゃ 混沌帝龍終焉の使者 a82301904,,0,遊戯王,PSA,0,89000,,https://static.mycalinks.io/app/item/image/YUGI/card/other/BPT-J02.jpg,,,,,
1269868,600074995,【PSA10】(レリーフ)青眼の究極竜,,,SDX-001,アルティメット,STRUCTURE DECK デラックスセット,SDX-001ブルーアイズアルティメットドラゴン ぶるーあいずあるてぃめっとどらごん 青眼の究極竜 -,,0,遊戯王,PSA,0,560000,,https://static.mycalinks.io/app/item/image/YUGI/card/other/SDX-001.jpg,,,,,
1269872,600074300,【PSA10】(レリーフ)人造人間－サイコ・ショッカー,,,308-057,アルティメット,天空の聖域,308-057じんぞうにんげんサイコショッカー じんぞうにんげんさいこしょっかー 人造人間サイコショッカー a77585513,,0,遊戯王,PSA,0,310000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_8_308/308-057.jpg,,,,,
1269934,600074185,【PSA10】(レリーフ)大天使ゼラート,,,308-034,アルティメット,天空の聖域,308-034だいてんしゼラート だいてんしぜらーと 大天使ゼラート a18378582,,0,遊戯王,PSA,0,71000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_8_308/308-034c.jpg,,,,,
1270136,600072300,【PSA10】(レリーフ)封印されしエクゾディア,,,307-057,アルティメット,暗黒の侵略者,307-057ふういんされしえくぞでぃあ a33396948,,0,遊戯王,PSA,0,190000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_7_307/307-057.jpg,,,,,
1270236,600072055,【PSA10】(レリーフ)混沌の黒魔術師,,,307-010,アルティメット,暗黒の侵略者,307-010コントンノクロマジュツシ こんとんのくろまじゅつし 混沌の黒魔術師 a40737112,,0,遊戯王,PSA,99800,540000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_7_307/307-010c.jpg,,,,,
1270437,600068300,【PSA10】(レリーフ)マジシャン・オブ・ブラックカオス,,,306-057,アルティメット,混沌を制す者,306-057マジシャンオブブラックカオス まじしゃんおぶぶらっくかおす マジシャンオブブラックカオス -,,0,遊戯王,PSA,0,250000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_6_306/306-057.jpg,,,,,
1270496,600068135,【PSA10】(レリーフ)カオス・ソルジャー －開闢の使者－,,,306-025,アルティメット,混沌を制す者,306-025カオスソルジャーカイビャクノシシャ かおすそるじゃーかいびゃくのししゃ カオスソルジャー開闢の使者 a72989439,,0,遊戯王,PSA,0,540000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_6_306/306-025c.jpg,,,,,
1270550,600067695,【PSA10】(レリーフ)究極完全態・グレート・モス,,,DL5-136,アルティメット,DUELIST LEGACY Volume.5,DL5-136キュウキョクカンゼンタイグレートモス きゅうきょくかんぜんたいぐれーともす 究極完全態グレートモス -,,0,遊戯王,PSA,29800,150000,,https://static.mycalinks.io/app/item/image/YUGI/card/DL5/DL5_1.jpg,,,,,
1270842,600066280,【PSA10】(レリーフ)暗黒魔族ギルファー・デーモン,,,305-053,アルティメット,闇魔界の脅威,305-053アンコクマゾクギルファーデーモン あんこくまぞくぎるふぁーでーもん 暗黒魔族ギルファーデーモン a50287060,,0,遊戯王,PSA,0,72000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_5_305/305-053.jpg,,,,,
1270961,600065695,【PSA10】(レリーフ)インセクト女王,,,DL4-136,アルティメット,DUELIST LEGACY Volume.4,DL4-136インセクトクイーン いんせくとくいーん インセクト女王 a91512835,,0,遊戯王,PSA,0,67000,,https://static.mycalinks.io/app/item/image/YUGI/card/DL4/DL4_1.jpg,,,,,
1271548,600063285,【PSA10】(レリーフ)カオス・ソルジャー,,,304-054,アルティメット,ガーディアンの力,304-054カオスソルジャー かおすそるじゃー カオスソルジャー -,,0,遊戯王,PSA,0,640000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_4_304/304-054.jpg,,,,,
1271551,600063270,【PSA10】(レリーフ)カイザー・グライダー,,,304-051,アルティメット,ガーディアンの力,304-051カイザーグライダー かいざーぐらいだー カイザーグライダー a52824910,,0,遊戯王,PSA,0,45000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_4_304/304-051b.jpg,,,,,
1271666,600062285,【PSA10】(レリーフ)バスター・ブレイダー,,,303-054,アルティメット,黒魔導の覇者,303-054バスターブレイダー ばすたーぶれいだー バスターブレイダー a78193831,,0,遊戯王,PSA,0,110000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_3_303/303-054.jpg,,,,,
1271673,600062270,【PSA10】(レリーフ)超魔導剣士－ブラック・パラディン,,,303-051,アルティメット,黒魔導の覇者,303-051ちょうまどうけんしブラックパラディン ちょうまどうけんしぶらっくぱらでぃん 超魔導剣士ブラックパラディン a98502113,,0,遊戯王,PSA,0,220000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_3_303/303-051b.jpg,,,,,
1271763,600061700,【PSA10】(レリーフ)エクスチェンジ,,,DL2-136,アルティメット,DUELIST LEGACY Volume.2,DL2-136エクスチェンジ えくすちぇんじ エクスチェンジ a05556668,,0,遊戯王,PSA,0,81000,,https://static.mycalinks.io/app/item/image/YUGI/card/DL2/DL2_2.jpg,,,,,
1272108,600060315,【PSA10】究極竜騎士,,,GB7-003,ウルトラレア,遊戯王DM7 決闘都市伝説,GB7-003マスターオブドラゴンナイト ますたーおぶどらごんないと 究極竜騎士 a62873545,,0,遊戯王,PSA,0,1020000,,https://static.mycalinks.io/app/item/image/YUGI/card/other/GB7-003.jpg,,,,,
1272125,600060280,【PSA10】(レリーフ)XYZ-ドラゴン・キャノン,,,302-052,アルティメット,ユニオンの降臨,302-052エックスワイゼットドラゴンキャノン えっくすわいぜっとどらごんきゃのん XYZドラゴンキャノン a91998119,,0,遊戯王,PSA,0,84000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_2_302/302-052b.jpg,,,,,
1272129,600060270,【PSA10】(レリーフ)XY-ドラゴン・キャノン,,,302-051,アルティメット,ユニオンの降臨,302-051エックスワイドラゴンキャノン えっくすわいどらごんきゃのん XYドラゴンキャノン a02111707,,0,遊戯王,PSA,0,80000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_2_302/302-051b.jpg,,,,,
1272552,600056270,【PSA10】(レリーフ)溶岩魔神ラヴァ・ゴーレム,,,301-051,アルティメット,新たなる支配者,301-051ようがんまじんラヴァゴーレム ようがんまじんらヴぁごーれむ 溶岩魔神ラヴァゴーレム a00102380,,0,遊戯王,PSA,49800,140000,,https://static.mycalinks.io/app/item/image/YUGI/card/3_1_301/301-051b.jpg,,,,,
1272770,600054280,【PSA10】(レリーフ)暗黒騎士ガイア,,,PH-52,アルティメット,Pharaonic Guardian ? 王家の守護者 ?,PH-52アンコクキシガイア あんこくきしがいあ 暗黒騎士ガイア a06368038,,0,遊戯王,PSA,0,640000,,https://static.mycalinks.io/app/item/image/YUGI/card/2_9_PG/ph-052.jpg,,,,,
1273054,600051270,【PSA10】(レリーフ)ブラック・デーモンズ・ドラゴン,,,MA-52,アルティメット,Mythological Age ? 蘇りし魂 ?,MA-52ブラックデーモンズドラゴン ぶらっくでーもんずどらごん ブラックデーモンズドラゴン -,,0,遊戯王,PSA,0,190000,,https://static.mycalinks.io/app/item/image/YUGI/card/2_8_MA/ma-052.jpg,,,,,
1273276,600049265,【PSA10】(レリーフ)デーモンの召喚,,,SC-51,アルティメット,Struggle of Chaos ? 闇を制する者 ?,SC-51デーモンノショウカン でーもんのしょうかん デーモンの召喚 a70781052,,0,遊戯王,PSA,0,300000,,https://static.mycalinks.io/app/item/image/YUGI/card/2_7_SC/sc-051.jpg,,,,,
1273473,600048185,【PSA10】(レリーフ)ヂェミナイ・エルフ,,,BC-34,アルティメット,Booster Chronicle,BC-34ヂェミナイエルフ ぢぇみないえるふ ヂェミナイエルフ a69140098,,0,遊戯王,PSA,0,200000,,https://static.mycalinks.io/app/item/image/YUGI/card/BC/BC_2.jpg,,,,,
1273566,600047275,【PSA10】(レリーフ)ブラック・マジシャン,,,LN-53,アルティメット,Labyrinth of Nightmare ? 悪夢の迷宮 ?,LN-53ブラックマジシャン ぶらっくまじしゃん ブラックマジシャン a46986414,,0,遊戯王,PSA,138000,770000,,https://static.mycalinks.io/app/item/image/YUGI/card/2_6_LN/ln-053.jpg,,,,,
1274188,600038290,【PSA10】ラーの翼神竜,,,G4-03,シークレット,遊戯王DM4 最強決闘者戦記 城之内デッキ 予約特典,G4-03ラーノヨクシンリュウ らーのよくしんりゅう ラーの翼神竜(limit) -,,0,遊戯王,PSA,0,130000,,https://static.mycalinks.io/app/item/image/YUGI/card/other/G4-03.jpg,,,,,
1274192,600038285,【PSA10】オベリスクの巨神兵,,,G4-02,シークレット,遊戯王DM4 最強決闘者戦記 海馬デッキ 予約特典,G4-02オベリスクノキョシンヘイ おべりすくのきょしんへい オベリスクの巨神兵(limit) -,,0,遊戯王,PSA,0,170000,,https://static.mycalinks.io/app/item/image/YUGI/card/other/G4-02.jpg,,,,,
1274193,600038280,【PSA10】オシリスの天空竜,,,G4-01,シークレット,遊戯王DM4 最強決闘者戦記 遊戯デッキ 予約特典,G4-01オシリスノテンクウリュウ おしりすのてんくうりゅう オシリスの天空竜(limit) -,,0,遊戯王,PSA,0,180000,,https://static.mycalinks.io/app/item/image/YUGI/card/other/G4-01.jpg,,,,,
1274229,600038180,【PSA10】(レリーフ)サウザンド・アイズ・サクリファイス,,,TB-34,アルティメット,Thousand Eyes Bible ? 千眼の魔術書 ?,TB-34サウザンドアイズサクリファイス さうざんどあいずさくりふぁいす サウザンドアイズサクリファイス a63519819,,0,遊戯王,PSA,0,190000,,https://static.mycalinks.io/app/item/image/YUGI/card/2_4_TB/tb-034c.jpg,,,,,
1275434,600027005,【PSA10】青眼の白龍,,,LB-01,ウルトラレア,青眼の白龍伝説 ? LEGEND OF BLUE EYES WHITE DRAGON ?,LB-01ブルーアイズホワイトドラゴン ぶるーあいずほわいとどらごん 青眼の白龍 a89631139,,0,遊戯王,PSA,0,410000,,https://static.mycalinks.io/app/item/image/YUGI/card/LB/LB_56.jpg,,,,,
13639715,600574100,【PSA10】神炎皇ウリア(プリシク/オシリスレッド),,,LPG1-JP056,プリズマティックシークレット,LIMITED PACK GX -オシリスレッド-,LPG1-JP056しんえんおうウリア しんえんおううりあ 神炎皇ウリア a06007213,,0,遊戯王,PSA,0,37000,,https://static.mycalinks.io/app/item/image/YUGI/card/LPG1-JP/LPG1-JP056d.jpg,,,,,
13758388,760155245,【PSA10】永劫の神導龍,,RD/5TH1-JP,RD/5TH1-JP001,オーバーラッシュレア PREMIUM BLACK Ver.,5th ANNIVERSARY PACK,エタニティエーテルドラゴン エタニティエーテルドラゴン えたにてぃえーてるどらごん,,0,RUSH,PSA,0,100000,,https://static.mycalinks.io/app/item/image/RUSH/card/5TH1-JP/5TH1-JP001b.jpg,,,,,
25010149,760147585,【PSA10】ブラック・マジシャン・ガール,,RD/ORP2-JP,ORP2-JP001,オーバーラッシュレア,オーバーラッシュパック2,ブラックマジシャンガール ブラックマジシャンガール ブラックマジシャンガール ぶらっくまじしゃんがーる,,0,RUSH,PSA,0,1020000,,https://static.mycalinks.io/app/item/image/RUSH/card/ORP2-JP/ORP2-JP001.jpg,,,,,
25010150,760104000,【PSA10】青眼の白龍,,RD/ORP1-JP,RD/ORP1-JP001,オーバーラッシュレア,オーバーラッシュパック,ブルーアイズホワイトドラゴン ブルーアイズホワイトドラゴン ぶるーあいずほわいとどらごん,,0,RUSH,PSA,0,360000,,https://static.mycalinks.io/app/item/image/RUSH/card/ORP1-JP/orp1-001.jpg,,,,,
25010151,760161175,【PSA10】カオスソルジャー(オーバーラッシュ),,RD/ORP3-JP,JP001,オーバーラッシュレア,オーバーラッシュパック3,カオスソルジャー カオスソルジャー カオスソルジャー かおすそるじゃー,,0,RUSH,PSA,0,100000,,https://static.mycalinks.io/app/item/image/RUSH/card/ORP3-JP/ORP3-JP001b.jpg,,,,,
16272548,600581365,【PSA10】ガガガマジシャン－ガガガマジック(OFプリシク),,LOCH-JP,JP011,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP011ガガガマジシャン－ガガガマジック がががまじしゃん－がががまじっく ガガガマジシャン－ガガガマジック a12908094,,0,遊戯王,PSA,0,13000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP011d.jpg,,,,,
16272682,600581265,【PSA10】スターダスト・ドラゴン－ヴィクテム・サンクチュアリ(OFプリシク),,LOCH-JP,JP007,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP007スターダストドラゴン－ヴィクテムサンクチュアリ すたーだすとどらごん－う゛ぃくてむさんくちゅあり スターダスト・ドラゴン－ヴィクテム・サンクチュアリ a76636978,,0,遊戯王,PSA,0,39000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP007d.jpg,,,,,
16158991,600581165,【PSA10】黒魔導のカーテン(OFプリシク),,LOCH-JP,JP003,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP003クロマドウノカーテン くろまどうのかーてん 黒魔導のカーテン a41350417,,0,遊戯王,PSA,0,190000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP003d.jpg,,,,,
16272323,600581540,【PSA10】サイバース・コントラクト・ウィッチ(OFプリシク),,LOCH-JP,JP018,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP018サイバースコントラクトウィッチ さいばーすこんとらくとうぃっち サイバース・コントラクト・ウィッチ a37458564,,0,遊戯王,PSA,0,45000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP018d.jpg,,,,,
16272353,600581515,【PSA10】サイバース・コード・マジシャン(OFプリシク),,LOCH-JP,JP017,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP017サイバースコードマジシャン さいばーすこーどまじしゃん サイバース・コード・マジシャン a00064865,,0,遊戯王,PSA,0,10000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP017d.jpg,,,,,
16272381,600581490,【PSA10】デコード・トーカー・インテグレーション(OFプリシク),,LOCH-JP,JP016,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP016デコードトーカーインテグレーション でこーどとーかーいんてぐれーしょん デコード・トーカー・インテグレーション a74665150,,0,遊戯王,PSA,0,13000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP016d.jpg,,,,,
16272412,600581465,【PSA10】星霜の魔術師－アストログラフ・マジシャン(OFプリシク),,LOCH-JP,JP015,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP015セイソウノマジュツシ－アストログラフマジシャン せいそうのまじゅつし－あすとろぐらふまじしゃん 星霜の魔術師－アストログラフ・マジシャン a48171151,,0,遊戯王,PSA,0,10000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP015d.jpg,,,,,
16272444,600581440,【PSA10】星読みの魔術師－ホロスコープ・マジシャン(OFプリシク),,LOCH-JP,JP014,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP014ホシヨミノマジュツシ－ホロスコープマジシャン ほしよみのまじゅつし－ほろすこーぷまじしゃん 星読みの魔術師－ホロスコープ・マジシャン a01186447,,0,遊戯王,PSA,0,10000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP014d.jpg,,,,,
16272476,600581415,【PSA10】四天の龍 オッドアイズ・ペンデュラム・ドラゴン(OFプリシク),,LOCH-JP,JP013,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP013シテンノリュウオッドアイズペンデュラムドラゴン してんのりゅうおっどあいずぺんでゅらむどらごん 四天の龍 オッドアイズ・ペンデュラム・ドラゴン a75787708,,0,遊戯王,PSA,0,13000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP013d.jpg,,,,,
16272511,600581390,【PSA10】ガガガガール－ゼロゼロコール(OFプリシク),,LOCH-JP,JP012,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP012ガガガガール－ゼロゼロコール ががががーる－ぜろぜろこーる ガガガガール－ゼロゼロコール a48393693,,0,遊戯王,PSA,0,76000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP012d.jpg,,,,,
16272577,600581340,【PSA10】No.39 光の使者 希望皇ホープ(OFプリシク),,LOCH-JP,JP010,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP010ナンバーズ３９ヒカリノシシャキボウオウホープ No.39光の使者希望皇ほーぷ No.39 光の使者 希望皇ホープ a76504386,,0,遊戯王,PSA,0,13000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP010d.jpg,,,,,
16272611,600581315,【PSA10】シンクロ・エマージェンシー(OFプリシク),,LOCH-JP,JP009,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP009シンクロエマージェンシー しんくろえまーじぇんしー シンクロ・エマージェンシー a49415281,,0,遊戯王,PSA,0,8000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP009d.jpg,,,,,
16272646,600581290,【PSA10】スタージャンク・シンクロン(OFプリシク),,LOCH-JP,JP008,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP008スタージャンクシンクロン すたーじゃんくしんくろん スタージャンク・シンクロン a13021682,,0,遊戯王,PSA,0,10000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP008d.jpg,,,,,
16272736,600581240,【PSA10】ハネクリボー・サバティエル LV１０(OFプリシク),,LOCH-JP,JP006,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP006ハネクリボーサバティエルレベル１０ はねくりぼーさばてぃえるれべる１０ ハネクリボー・サバティエル LV１０ a40237839,,0,遊戯王,PSA,0,17000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP006d.jpg,,,,,
16272766,600581215,【PSA10】F・HERO フレイム・ウィングマン(OFプリシク),,LOCH-JP,JP005,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP005フェイバリットヒーローフレイムウィングマン ふぇいばりっとひーろーふれいむうぃんぐまん F・HERO フレイム・ウィングマン a13243124,,0,遊戯王,PSA,0,16000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP005d.jpg,,,,,
16272802,600581190,【PSA10】F・HERO シャイニング・フレア・ウィングマン(OFプリシク),,LOCH-JP,JP004,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP004フェイバリットヒーローシャイニングフレアウィングマン ふぇいばりっとひーろーしゃいにんぐふれあうぃんぐまん F・HERO シャイニング・フレア・ウィングマン a87758525,,0,遊戯王,PSA,0,13000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP004d.jpg,,,,,
16272825,600581140,【PSA10】増殖するクリボー！(OFプリシク),,LOCH-JP,JP002,プリズマティックシークレット,LIMIT OVER COLLECTION －THE HEROES－,LOCH-JP002ゾウショクスルクリボー ぞうしょくするくりぼー 増殖するクリボー！ a14965712,,0,遊戯王,PSA,0,35000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCH-JP002d.jpg,,,,,
17906424,600583305,【PSA10】トリプル・ヴァレル・リボルブ(OFプリシク),,LOCR-JP,JP018,プリズマティックシークレット,LIMIT OVER COLLECTION －THE RIVALS－,LOCR-JP018トリプルヴァレルリボルブ とりぷる?ぁれるりぼるぶ トリプル・ヴァレル・リボルブ a89875646,,0,遊戯王,PSA,0,8000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCR-JP018d.jpg,,,,,
17906429,600583280,【PSA10】ヴァレット・バラージュ(OFプリシク),,LOCR-JP,JP017,プリズマティックシークレット,LIMIT OVER COLLECTION －THE RIVALS－,LOCR-JP017ヴァレットバラージュ ?ぁれっとばらーじゅ ヴァレット・バラージュ a56481938,,0,遊戯王,PSA,0,13000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCR-JP017d.jpg,,,,,
17906434,600583255,【PSA10】ヴァレルロード・L・ドラゴン(OFプリシク),,LOCR-JP,JP016,プリズマティックシークレット,LIMIT OVER COLLECTION －THE RIVALS－,LOCR-JP016ヴァレルロードリベレイタードラゴン ?ぁれるろーどりべれいたーどらごん ヴァレルロード・L・ドラゴン a27096833,,0,遊戯王,PSA,0,22000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCR-JP016d.jpg,,,,,
17906439,600583230,【PSA10】四天の龍 ダーク・リベリオン・エクシーズ・ドラゴン(OFプリシク),,LOCR-JP,JP015,プリズマティックシークレット,LIMIT OVER COLLECTION －THE RIVALS－,LOCR-JP015シテンノリュウダークリベリオンエクシーズドラゴン してんのりゅうだーくりべりおんえくしーずどらごん 四天の龍 ダーク・リベリオン・エクシーズ・ドラゴン a90091224,,0,遊戯王,PSA,0,17000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCR-JP015d.jpg,,,,,
17906444,600583205,【PSA10】四天の龍 クリアウィング・シンクロ・ドラゴン(OFプリシク),,LOCR-JP,JP014,プリズマティックシークレット,LIMIT OVER COLLECTION －THE RIVALS－,LOCR-JP014シテンノリュウクリアウィングシンクロドラゴン してんのりゅうくりあうぃんぐしんくろどらごん 四天の龍 クリアウィング・シンクロ・ドラゴン a54603525,,0,遊戯王,PSA,0,17000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCR-JP014d.jpg,,,,,
17906449,600583180,【PSA10】四天の龍 スターヴ・ヴェノム・フュージョン・ドラゴン(OFプリシク),,LOCR-JP,JP013,プリズマティックシークレット,LIMIT OVER COLLECTION －THE RIVALS－,LOCR-JP013シテンノリュウスターヴヴェノムフュージョンドラゴン してんのりゅうすたー??ぇのむふゅーじょんどらごん 四天の龍 スターヴ・ヴェノム・フュージョン・ドラゴン a27118421,,0,遊戯王,PSA,0,17000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCR-JP013d.jpg,,,,,
17906454,600583155,【PSA10】GDロボ・オービタル ７(OFプリシク),,LOCR-JP,JP012,プリズマティックシークレット,LIMIT OVER COLLECTION －THE RIVALS－,LOCR-JP012ギャラクシーディフェンスロボオービタルセブン ぎゃらくしーでぃふぇんすろぼおーびたるせぶん GDロボ・オービタル ７ a91714772,,0,遊戯王,PSA,0,10000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCR-JP012d.jpg,,,,,
17906459,600583130,【PSA10】銀河眼の輝光子竜(OFプリシク),,LOCR-JP,JP011,プリズマティックシークレット,LIMIT OVER COLLECTION －THE RIVALS－,LOCR-JP011ギャラクシーアイズフォトンチェンジドラゴン ぎゃらくしーあいずふぉとんちぇんじどらごん 銀河眼の輝光子竜 a54725177,,0,遊戯王,PSA,0,26000,,https://static.mycalinks.io/app/item/image/YUGI/card/LOCH-JP/LOCR-JP011d.jpg,,,,,
